Date	Price	Open	High	Low	Vol.	Change %
12/21/2020	6.2701	6.2467	6.3619	6.1893	296.93K	0.28%
12/18/2020	6.2527	6.2057	6.2751	6.1905	239.75K	0.78%
12/17/2020	6.2044	6.2021	6.2432	6.1728	225.16K	0.06%
12/16/2020	6.2007	6.1788	6.2646	6.1722	268.65K	0.37%
12/15/2020	6.1778	6.2165	6.2288	6.1649	224.74K	-0.61%
12/14/2020	6.2159	6.1457	6.2302	6.0901	206.52K	1.32%
12-11-20	6.1349	6.0999	6.1687	6.0861	203.96K	0.59%
12-10-20	6.0991	6.2479	6.2619	6.0887	233.37K	-2.36%
12-09-20	6.2463	6.1975	6.2703	6.1609	266.39K	0.81%
12-08-20	6.196	6.1755	6.2207	6.1304	269.67K	0.37%
12-07-20	6.1734	6.2534	6.262	6.1372	242.49K	-1.21%
12-04-20	6.2487	6.2568	6.3035	6.209	237.25K	-0.10%
12-03-20	6.255	6.3218	6.3457	6.2211	250.05K	-1.03%
12-02-20	6.32	6.2842	6.3519	6.2694	208.74K	0.58%
12-01-20	6.2838	6.3604	6.3917	6.2799	222.66K	-1.20%
11/30/2020	6.3599	6.3902	6.456	6.321	195.57K	-0.51%
11/27/2020	6.3923	6.3569	6.4209	6.3461	142.00K	0.56%
11/26/2020	6.3568	6.3443	6.376	6.3086	126.90K	0.23%
11/25/2020	6.3421	6.3896	6.4127	6.3208	206.19K	-0.74%
11/24/2020	6.3892	6.4412	6.4717	6.3789	188.19K	-0.79%
11/23/2020	6.4398	6.3776	6.4542	6.3533	205.64K	0.99%
11/20/2020	6.3766	6.3005	6.3995	6.2751	203.05K	1.23%
11/19/2020	6.2991	6.3575	6.3698	6.2724	226.34K	-0.90%
11/18/2020	6.3561	6.3211	6.3682	6.2605	256.01K	0.58%
11/17/2020	6.3197	6.4184	6.4436	6.3141	207.70K	-1.54%
11/16/2020	6.4186	6.456	6.4781	6.3529	217.84K	-0.61%
11/13/2020	6.4581	6.4436	6.5356	6.4388	239.78K	0.24%
11-12-20	6.4427	6.3495	6.4798	6.3188	274.74K	1.48%
11-11-20	6.349	6.3951	6.4162	6.3176	259.25K	-0.75%
11-10-20	6.3969	6.3623	6.4007	6.3092	356.51K	0.56%
11-09-20	6.3612	6.3744	6.4089	6.2108	354.17K	-0.12%
11-06-20	6.369	6.5325	6.6204	6.3617	299.31K	-2.53%
11-05-20	6.5344	6.6422	6.6923	6.5307	270.57K	-1.58%
11-04-20	6.6393	6.7437	6.7754	6.6104	278.41K	-1.51%
11-03-20	6.7409	6.686	6.7502	6.6139	197.00K	0.86%
11-02-20	6.6837	6.695	6.695	6.6743	87.86K	-0.10%
10/30/2020	6.6907	6.7481	6.7845	6.6663	286.11K	-0.83%
10/29/2020	6.7464	6.7505	6.7803	6.7043	299.47K	-0.03%
10/28/2020	6.7483	6.7308	6.7891	6.6923	311.60K	0.28%
10/27/2020	6.7296	6.6423	6.7392	6.623	190.03K	1.36%
10/26/2020	6.6395	6.6634	6.6889	6.6235	204.14K	-0.33%
10/23/2020	6.6618	6.608	6.6807	6.592	202.65K	0.84%
10/22/2020	6.6062	6.6526	6.6567	6.5765	210.56K	-0.63%
10/21/2020	6.6483	6.627	6.6817	6.6093	232.53K	0.34%
10/20/2020	6.6256	6.6017	6.6435	6.5648	211.15K	0.43%
10/19/2020	6.5971	6.6184	6.6595	6.5602	202.90K	-0.27%
10/16/2020	6.6148	6.5733	6.6249	6.5629	204.50K	0.68%
10/15/2020	6.5701	6.5694	6.6119	6.539	237.68K	0.04%
10/14/2020	6.5674	6.5426	6.5883	6.5117	229.90K	0.41%
10/13/2020	6.5406	6.5346	6.6088	6.5082	241.49K	0.09%
10-12-20	6.5345	6.5378	6.5426	6.5196	93.75K	-0.10%
10-09-20	6.5413	6.5855	6.6133	6.5135	196.95K	-0.62%
10-08-20	6.582	6.5999	6.63	6.5559	255.53K	-0.23%
10-07-20	6.597	6.5646	6.6336	6.5345	264.51K	0.54%
10-06-20	6.5616	6.5694	6.5985	6.4653	291.39K	-0.08%
10-05-20	6.5671	6.6585	6.6895	6.5354	211.95K	-1.39%
10-02-20	6.6595	6.6317	6.6701	6.5694	301.96K	0.45%
10-01-20	6.6297	6.5772	6.6543	6.5555	272.52K	0.83%
09/30/2020	6.5752	6.618	6.6403	6.5507	281.02K	-0.62%
09/29/2020	6.6159	6.6064	6.6523	6.5585	246.49K	0.21%
09/28/2020	6.6022	6.4739	6.6153	6.4355	208.13K	2.06%
09/25/2020	6.4691	6.4303	6.4928	6.4062	249.55K	0.61%
09/24/2020	6.43	6.5253	6.543	6.4134	315.15K	-1.42%
09/23/2020	6.5224	6.4061	6.5301	6.3865	275.83K	1.86%
09/22/2020	6.4032	6.373	6.433	6.326	276.84K	0.51%
09/21/2020	6.3707	6.3858	6.4705	6.3321	281.25K	-0.09%
09/18/2020	6.3766	6.2084	6.3938	6.1983	230.69K	2.73%
09/17/2020	6.2071	6.19	6.2485	6.1474	248.81K	0.31%
09/16/2020	6.1878	6.2526	6.2699	6.1632	235.92K	-0.96%
09/15/2020	6.248	6.2559	6.2864	6.2	200.62K	-0.10%
09/14/2020	6.2544	6.3029	6.3246	6.2407	174.10K	-0.73%
09-11-20	6.3002	6.2874	6.3284	6.2301	206.02K	0.23%
09-10-20	6.2857	6.2643	6.3172	6.2641	227.65K	0.34%
09-09-20	6.2643	6.3151	6.3216	6.2304	211.13K	-0.77%
09-08-20	6.3127	6.2628	6.3752	6.2418	256.62K	0.80%
09-07-20	6.2624	6.2712	6.2799	6.2598	72.67K	-0.18%
09-04-20	6.2735	6.2713	6.3106	6.2007	245.00K	0.06%
09-03-20	6.2698	6.3327	6.3502	6.2496	256.88K	-0.96%
09-02-20	6.3306	6.4278	6.441	6.3288	227.98K	-1.49%
09-01-20	6.4266	6.5562	6.5902	6.3639	214.62K	-1.95%
08/31/2020	6.5545	6.4122	6.5699	6.4038	186.10K	2.20%
08/28/2020	6.4135	6.585	6.6398	6.41	209.29K	-2.58%
08/27/2020	6.5832	6.6332	6.6459	6.5581	246.59K	-0.75%
08/26/2020	6.6331	6.5192	6.6649	6.4976	206.44K	1.76%
08/25/2020	6.5183	6.6177	6.6453	6.515	202.03K	-1.42%
08/24/2020	6.6125	6.6238	6.6572	6.5784	174.50K	-0.23%
08/21/2020	6.6278	6.5908	6.6391	6.5396	201.19K	0.58%
08/20/2020	6.5898	6.58	6.7101	6.5648	240.82K	0.18%
08/19/2020	6.5779	6.5234	6.585	6.4858	217.44K	0.86%
08/18/2020	6.5217	6.5402	6.5826	6.4688	202.68K	-0.26%
08/17/2020	6.5386	6.4193	6.5482	6.4093	182.99K	1.87%
08/14/2020	6.4183	6.3439	6.4467	6.3251	187.00K	1.20%
08/13/2020	6.3419	6.4039	6.4449	6.3198	207.54K	-0.97%
08-12-20	6.4042	6.3184	6.476	6.3025	196.33K	1.40%
08-11-20	6.3156	6.4342	6.4726	6.3165	230.94K	-1.82%
08-10-20	6.4327	6.4111	6.4453	6.2989	190.76K	0.36%
08-07-20	6.4096	6.3337	6.4124	6.2972	197.46K	1.24%
08-06-20	6.3312	6.2774	6.3657	6.2612	218.75K	0.90%
08-05-20	6.2747	6.2452	6.316	6.2048	212.11K	0.50%
08-04-20	6.2433	6.2585	6.3147	6.2214	194.69K	-0.24%
08-03-20	6.2584	6.1528	6.2761	6.1121	187.49K	1.72%
07/31/2020	6.1523	6.1061	6.1845	6.0968	211.46K	0.78%
07/30/2020	6.1047	6.0938	6.1318	6.0651	223.47K	0.17%
07/29/2020	6.0945	6.039	6.1113	6.003	202.33K	0.96%
07/28/2020	6.0366	6.0512	6.103	6.0187	203.50K	-0.15%
07/27/2020	6.0455	6.0947	6.1452	6.0384	195.21K	-0.87%
07/24/2020	6.0984	6.0443	6.1006	6.0084	239.33K	0.94%
07/23/2020	6.0419	5.9227	6.0585	5.9203	239.75K	2.08%
07/22/2020	5.9189	5.9609	6.0228	5.884	207.56K	-0.67%
07/21/2020	5.959	6.0999	6.1124	5.953	211.61K	-2.27%
07/20/2020	6.0977	6.1432	6.1764	6.0927	183.85K	-0.90%
07/17/2020	6.1528	6.0693	6.1696	6.0655	189.91K	1.39%
07/16/2020	6.0684	6.1294	6.1554	6.0398	223.59K	-0.95%
07/15/2020	6.1269	6.12	6.1521	6.0524	225.23K	0.17%
07/14/2020	6.1167	6.1295	6.2165	6.0738	269.74K	-0.20%
07/13/2020	6.1287	6.016	6.1366	6.0146	200.52K	1.89%
07-10-20	6.0148	6.0296	6.0868	6.0044	216.04K	-0.20%
07-09-20	6.027	6.0539	6.0767	5.9499	238.15K	-0.42%
07-08-20	6.0522	6.0641	6.1035	6.005	234.85K	-0.16%
07-07-20	6.0621	6.0566	6.0996	5.9659	229.09K	0.13%
07-06-20	6.0545	5.9746	6.0613	5.9543	185.53K	1.26%
07-03-20	5.9792	6.0245	6.0403	5.9651	184.56K	-0.73%
07-02-20	6.0231	5.9844	6.041	5.9374	223.97K	0.69%
07-01-20	5.9821	6.1399	6.1434	5.9624	199.86K	-2.56%
06/30/2020	6.139	6.0746	6.18	6.0444	232.22K	1.08%
06/29/2020	6.0734	6.1589	6.1929	6.0578	243.90K	-1.27%
06/26/2020	6.1514	6.0099	6.1563	6.0065	252.58K	2.40%
06/25/2020	6.0074	6.0164	6.0402	5.9075	269.75K	-0.13%
06/24/2020	6.015	5.8289	6.0243	5.8066	263.28K	3.22%
06/23/2020	5.8273	5.9153	5.9427	5.8071	235.31K	-1.45%
06/22/2020	5.9132	5.9416	5.9643	5.8452	220.23K	-0.36%
06/19/2020	5.9345	6.0289	6.0448	5.9183	261.71K	-1.50%
06/18/2020	6.025	5.8793	6.0408	5.8694	261.83K	2.49%
06/17/2020	5.8785	5.9074	5.9237	5.8194	268.69K	-0.46%
06/16/2020	5.9058	5.8379	5.9191	5.7038	298.37K	1.17%
06/15/2020	5.8373	5.6808	5.8865	5.6709	289.83K	2.69%
06-12-20	5.6842	5.623	5.7839	5.6115	295.70K	1.12%
06-11-20	5.6214	5.6564	5.675	5.6172	144.07K	-0.58%
06-10-20	5.6544	5.5587	5.6621	5.5093	256.70K	1.79%
06-09-20	5.5548	5.4471	5.5869	5.4212	232.25K	2.00%
06-08-20	5.4461	5.5985	5.6217	5.4411	195.15K	-2.66%
06-05-20	5.5952	5.8048	5.8274	5.578	238.14K	-3.58%
06-04-20	5.8029	5.6886	5.8273	5.6608	254.13K	2.06%
06-03-20	5.6859	5.8096	5.8393	5.6314	251.61K	-2.13%
06-02-20	5.8094	5.975	6.0048	5.804	218.20K	-2.71%
06-01-20	5.9715	5.9214	6.0313	5.9001	203.51K	0.84%
05/29/2020	5.922	5.9885	6.0736	5.9049	238.77K	-1.07%
05/28/2020	5.986	5.8041	5.9947	5.7969	226.95K	3.17%
05/27/2020	5.8022	5.8715	5.9049	5.7861	226.49K	-1.13%
05/26/2020	5.8688	5.9366	5.9772	5.8625	204.36K	-1.13%
05/25/2020	5.9357	6.0335	6.0407	5.9191	125.21K	-1.55%
05/22/2020	6.0294	6.0796	6.1308	6.0205	224.53K	-0.79%
05/21/2020	6.0775	6.251	6.2757	6.074	200.37K	-2.74%
05/20/2020	6.2487	6.2871	6.3131	6.2302	204.34K	-0.56%
05/19/2020	6.2839	6.2414	6.3053	6.2193	211.92K	0.73%
05/18/2020	6.2383	6.3317	6.3396	6.2056	173.04K	-1.49%
05/15/2020	6.3326	6.2788	6.3522	6.24	216.66K	0.86%
05/14/2020	6.2787	6.3689	6.4489	6.2673	233.99K	-1.36%
05/13/2020	6.3654	6.3855	6.4389	6.3274	215.62K	-0.28%
05-12-20	6.3835	6.2887	6.3948	6.2415	207.55K	1.54%
05-11-20	6.2869	6.2133	6.3169	6.1961	174.44K	1.18%
05-08-20	6.2134	6.3182	6.4966	6.1978	191.95K	-1.62%
05-07-20	6.3158	6.1701	6.3502	6.1604	212.69K	2.40%
05-06-20	6.1677	6.0484	6.1795	6.0157	177.76K	2.04%
05-05-20	6.0441	6.0489	6.0796	5.9426	182.33K	-0.05%
05-04-20	6.0474	6.024	6.1418	5.9928	176.21K	0.41%
05-01-20	6.0226	6.0121	6.0465	6.0001	91.36K	0.21%
04/30/2020	6.0097	5.8014	6.0127	5.7902	209.22K	3.61%
04/29/2020	5.8005	5.9531	6.002	5.801	229.18K	-2.51%
04/28/2020	5.9498	6.1233	6.1572	5.9289	238.38K	-2.79%
04/27/2020	6.1206	6.0436	6.2021	6.0089	218.59K	1.18%
04/24/2020	6.0491	5.9658	6.2046	5.9359	241.18K	1.45%
04/23/2020	5.9629	5.9077	5.986	5.8262	241.54K	0.95%
04/22/2020	5.9066	5.7724	5.9132	5.7654	201.26K	2.34%
04/21/2020	5.7714	5.7758	5.7856	5.7505	121.51K	-0.06%
04/20/2020	5.7751	5.6953	5.7788	5.6775	194.84K	1.44%
04/17/2020	5.6929	5.6706	5.7453	5.6471	213.36K	0.40%
04/16/2020	5.6703	5.7154	5.7282	5.6634	214.16K	-0.72%
04/15/2020	5.7117	5.6701	5.7448	5.6296	188.94K	0.78%
04/14/2020	5.6675	5.6765	5.7186	5.6445	187.97K	-0.11%
04/13/2020	5.6736	5.5873	5.6857	5.5682	134.45K	1.62%
04-10-20	5.5832	5.5822	5.5938	5.5764	62.12K	0.05%
04-09-20	5.5804	5.5631	5.6032	5.5156	202.01K	0.33%
04-08-20	5.5619	5.6883	5.713	5.5468	202.36K	-2.18%
04-07-20	5.6856	5.7006	5.7588	5.6361	222.80K	-0.33%
04-06-20	5.7044	5.7852	5.7969	5.6414	192.06K	-1.36%
04-03-20	5.7829	5.7043	5.7895	5.6684	177.18K	1.33%
04-02-20	5.707	5.7554	5.7585	5.6902	198.45K	-0.81%
04-01-20	5.7537	5.7421	5.7779	5.6829	189.20K	0.24%
03/31/2020	5.7402	5.7379	5.7533	5.6638	206.46K	0.04%
03/30/2020	5.7379	5.6802	5.7406	5.6335	184.04K	1.00%
03/27/2020	5.6811	5.5409	5.7013	5.521	231.93K	2.57%
03/26/2020	5.5388	5.4808	5.5542	5.4535	232.59K	1.11%
03/25/2020	5.4779	5.5018	5.5337	5.4008	237.30K	-0.39%
03/24/2020	5.4995	5.5179	5.6004	5.4475	212.09K	-0.29%
03/23/2020	5.5153	5.4165	5.5485	5.3863	226.77K	1.87%
03/20/2020	5.4141	5.4486	5.5199	5.3126	235.41K	-0.61%
03/19/2020	5.4473	5.5747	5.6283	5.4166	221.88K	-2.25%
03/18/2020	5.5726	5.5099	5.72	5.4897	198.37K	1.19%
03/17/2020	5.5072	5.5918	5.5956	5.4509	242.15K	-1.49%
03/16/2020	5.5907	5.3868	5.6597	5.3677	232.09K	3.63%
03/13/2020	5.3948	5.3594	5.4042	5.1571	249.01K	0.69%
03-12-20	5.3578	5.4262	5.6606	5.3149	188.46K	-1.21%
03-11-20	5.4235	5.2386	5.4421	5.2367	231.88K	3.58%
03-10-20	5.2363	5.4078	5.4139	5.2301	217.46K	-3.15%
03-09-20	5.4065	5.225	5.4865	5.2214	232.43K	3.54%
03-06-20	5.2215	5.1792	5.2975	5.1658	223.31K	0.85%
03-05-20	5.1777	5.1059	5.2282	5.0981	176.84K	1.43%
03-04-20	5.1046	5.0439	5.1094	5.0037	168.01K	1.22%
03-03-20	5.043	4.9816	5.0564	4.9661	210.12K	1.25%
03-02-20	4.9805	4.9222	5.0251	4.9222	182.47K	0.99%
02/28/2020	4.9318	4.9355	4.9668	4.9155	217.40K	-0.04%
02/27/2020	4.9338	4.8439	4.9416	4.8415	201.43K	1.91%
02/26/2020	4.8414	4.7749	4.8495	4.7639	154.27K	1.42%
02/25/2020	4.7735	4.7631	4.7793	4.7523	95.39K	0.25%
02/24/2020	4.7616	4.7599	4.7712	4.7417	80.31K	0.04%
02/21/2020	4.7595	4.7385	4.7726	4.7378	119.26K	0.48%
02/20/2020	4.7369	4.7171	4.7527	4.7046	130.17K	0.45%
02/19/2020	4.7158	4.7007	4.7255	4.6986	114.77K	0.33%
02/18/2020	4.7002	4.6898	4.7124	4.6804	116.33K	0.26%
02/17/2020	4.6879	4.6558	4.6928	4.6511	82.10K	0.73%
02/14/2020	4.6541	4.7161	4.7207	4.6496	119.39K	-1.30%
02/13/2020	4.7152	4.7359	4.7611	4.6736	132.70K	-0.40%
02-12-20	4.7341	4.7286	4.7384	4.7169	114.57K	0.14%
02-11-20	4.7275	4.7192	4.7403	4.6898	127.68K	0.19%
02-10-20	4.7184	4.7315	4.7351	4.7044	118.44K	-0.20%
02-07-20	4.7277	4.7035	4.7426	4.6859	126.96K	0.55%
02-06-20	4.7019	4.659	4.7059	4.6293	128.11K	0.95%
02-05-20	4.6576	4.6989	4.7014	4.6543	113.64K	-0.86%
02-04-20	4.6982	4.698	4.707	4.6658	111.51K	0.03%
02-03-20	4.697	4.7503	4.752	4.6697	105.38K	-1.12%
01/31/2020	4.75	4.6812	4.7579	4.6751	136.06K	1.50%
01/30/2020	4.68	4.6578	4.7154	4.6559	139.94K	0.49%
01/29/2020	4.6571	4.6232	4.6587	4.5988	116.69K	0.76%
01/28/2020	4.6221	4.6364	4.6416	4.6079	112.29K	-0.29%
01/27/2020	4.6357	4.6086	4.662	4.6065	121.01K	0.57%
01/24/2020	4.6092	4.6104	4.6216	4.5959	103.30K	0.00%
01/23/2020	4.609	4.6398	4.6483	4.5932	94.76K	-0.64%
01/22/2020	4.6389	4.6693	4.6741	4.6275	98.25K	-0.63%
01/21/2020	4.6681	4.6491	4.6785	4.6449	102.02K	0.43%
01/20/2020	4.6482	4.6165	4.651	4.6147	67.28K	0.73%
01/17/2020	4.6144	4.6607	4.6636	4.6125	103.32K	-0.97%
01/16/2020	4.6597	4.6562	4.6781	4.642	122.59K	0.10%
01/15/2020	4.655	4.5995	4.6721	4.595	122.78K	1.23%
01/14/2020	4.5983	4.6175	4.6301	4.5865	126.39K	-0.39%
01/13/2020	4.6164	4.5571	4.619	4.5466	106.08K	1.35%
01-10-20	4.5548	4.5452	4.5651	4.5113	104.02K	0.22%
01-09-20	4.5447	4.5141	4.5463	4.5065	115.41K	0.69%
01-08-20	4.5134	4.5367	4.5431	4.49	139.65K	-0.50%
01-07-20	4.5362	4.5472	4.569	4.5209	106.52K	-0.26%
01-06-20	4.5478	4.5423	4.5605	4.5252	90.74K	0.19%
01-03-20	4.5391	4.4981	4.5406	4.4777	100.51K	0.92%
01-02-20	4.4978	4.5066	4.518	4.4785	75.57K	-0.17%
01-01-20	4.5053	4.5068	4.5111	4.5038	0.78K	0.00%
12/31/2019	4.5053	4.501	4.5181	4.5009	43.32K	0.11%
12/30/2019	4.5002	4.5199	4.5347	4.4898	74.82K	-0.46%
12/27/2019	4.521	4.5008	4.5361	4.4977	78.20K	0.46%
12/26/2019	4.5002	4.5293	4.532	4.4861	54.68K	-0.61%
12/25/2019	4.528	4.5286	4.5361	4.522	16.74K	0.02%
12/24/2019	4.5272	4.5283	4.5307	4.5201	55.94K	0.01%
12/23/2019	4.5267	4.5459	4.5494	4.4977	76.38K	-0.39%
12/20/2019	4.5444	4.5264	4.5454	4.5052	87.84K	0.42%
12/19/2019	4.5252	4.5156	4.531	4.5047	86.27K	0.24%
12/18/2019	4.5144	4.5401	4.5423	4.5005	89.88K	-0.55%
12/17/2019	4.5394	4.5276	4.5519	4.5205	89.38K	0.28%
12/16/2019	4.5268	4.5692	4.5814	4.5194	87.29K	-0.90%
12/13/2019	4.5677	4.5528	4.6014	4.5398	135.55K	0.35%
12-12-19	4.5519	4.5902	4.6001	4.5328	122.99K	-0.81%
12-11-19	4.589	4.5999	4.6012	4.5483	105.28K	-0.23%
12-10-19	4.5995	4.583	4.6058	4.5778	99.75K	0.38%
12-09-19	4.5821	4.5782	4.6087	4.564	74.99K	0.07%
12-06-19	4.5788	4.6477	4.6508	4.571	90.12K	-1.48%
12-05-19	4.6477	4.662	4.6873	4.6371	92.33K	-0.27%
12-04-19	4.6604	4.6615	4.6656	4.6321	107.61K	-0.01%
12-03-19	4.661	4.6791	4.683	4.6393	113.57K	-0.36%
12-02-19	4.6778	4.6663	4.6823	4.6548	108.02K	0.24%
11/29/2019	4.6664	4.6128	4.6782	4.6002	100.45K	1.18%
11/28/2019	4.6119	4.6896	4.6986	4.6123	99.72K	-1.65%
11/27/2019	4.6891	4.665	4.6999	4.6519	99.76K	0.54%
11/26/2019	4.6639	4.6554	4.7127	4.6523	121.42K	0.20%
11/25/2019	4.6548	4.6262	4.6592	4.6109	95.48K	0.64%
11/22/2019	4.6251	4.6373	4.6488	4.6069	108.59K	-0.24%
11/21/2019	4.6362	4.6473	4.6754	4.6301	127.28K	-0.20%
11/20/2019	4.6453	4.6466	4.6505	4.6359	75.06K	-0.02%
11/19/2019	4.6463	4.6701	4.6748	4.6382	117.32K	-0.49%
11/18/2019	4.669	4.6376	4.6726	4.6111	104.87K	0.71%
11/15/2019	4.6362	4.6243	4.6402	4.6213	65.27K	0.28%
11/14/2019	4.6232	4.59	4.6257	4.5761	118.31K	0.73%
11/13/2019	4.5897	4.5885	4.6132	4.5813	122.50K	0.05%
11-12-19	4.5872	4.5805	4.6136	4.5632	121.50K	0.16%
11-11-19	4.58	4.5894	4.6033	4.5631	83.86K	-0.15%
11-08-19	4.5871	4.5314	4.5973	4.5212	113.00K	1.26%
11-07-19	4.5301	4.5194	4.5405	4.4793	145.43K	0.26%
11-06-19	4.5183	4.4231	4.5301	4.405	131.91K	2.17%
11-05-19	4.4224	4.4686	4.4714	4.4075	126.66K	-1.01%
11-04-19	4.4673	4.4534	4.4736	4.4381	105.59K	0.29%
11-01-19	4.4545	4.4813	4.4875	4.4275	122.94K	-0.56%
10/31/2019	4.4794	4.4512	4.503	4.4209	135.09K	0.67%
10/30/2019	4.4497	4.4433	4.4809	4.4364	123.12K	0.18%
10/29/2019	4.4418	4.4302	4.4499	4.4184	102.10K	0.30%
10/28/2019	4.4283	4.4376	4.4501	4.4056	89.17K	-0.14%
10/25/2019	4.4344	4.4876	4.4945	4.4236	111.00K	-1.15%
10/24/2019	4.4861	4.4932	4.5037	4.4453	126.60K	-0.07%
10/23/2019	4.4891	4.5397	4.5511	4.4843	128.40K	-1.13%
10/22/2019	4.5405	4.6039	4.6066	4.5247	135.48K	-1.35%
10/21/2019	4.6025	4.5827	4.63	4.5802	114.65K	0.22%
10/18/2019	4.5926	4.6323	4.6428	4.586	125.13K	-0.82%
10/17/2019	4.6306	4.5969	4.6548	4.5883	145.85K	0.78%
10/16/2019	4.5946	4.6121	4.6235	4.5921	137.29K	-0.37%
10/15/2019	4.6115	4.5507	4.6142	4.5347	134.54K	1.36%
10/14/2019	4.5498	4.5351	4.5639	4.5222	98.41K	0.30%
10-11-19	4.536	4.5213	4.5623	4.5041	159.93K	0.32%
10-10-19	4.5214	4.5096	4.5612	4.509	158.48K	0.32%
10-09-19	4.5071	4.4868	4.5149	4.4771	125.85K	0.50%
10-08-19	4.4848	4.5058	4.5187	4.4604	135.10K	-0.45%
10-07-19	4.5052	4.452	4.5095	4.4461	113.32K	1.23%
10-04-19	4.4503	4.4776	4.489	4.4465	130.43K	-0.59%
10-03-19	4.4768	4.5249	4.5308	4.4725	131.82K	-1.05%
10-02-19	4.5242	4.5467	4.5711	4.5223	110.97K	-0.46%
10-01-19	4.5449	4.5296	4.5651	4.5216	115.35K	0.37%
09/30/2019	4.5282	4.5513	4.5549	4.5144	99.45K	-0.48%
09/27/2019	4.5501	4.5552	4.5633	4.5374	115.96K	-0.10%
09/26/2019	4.5548	4.5401	4.5569	4.5068	128.89K	0.37%
09/25/2019	4.538	4.5898	4.6079	4.5352	121.31K	-1.06%
09/24/2019	4.5867	4.5777	4.6054	4.5692	117.82K	0.25%
09/23/2019	4.5754	4.5699	4.5994	4.549	101.38K	0.14%
09/20/2019	4.569	4.6015	4.6136	4.5679	124.37K	-0.68%
09/19/2019	4.6004	4.5342	4.6028	4.5311	120.37K	1.47%
09/18/2019	4.5336	4.5152	4.5388	4.5001	119.96K	0.43%
09/17/2019	4.514	4.4889	4.5402	4.4848	126.44K	0.59%
09/16/2019	4.4875	4.5284	4.5309	4.4819	115.35K	-0.77%
09/13/2019	4.5222	4.4939	4.5364	4.4802	126.21K	0.69%
09-12-19	4.491	4.4793	4.5051	4.4038	144.95K	0.30%
09-11-19	4.4775	4.5069	4.5122	4.4546	122.19K	-0.64%
09-10-19	4.5063	4.5248	4.5609	4.5037	133.64K	-0.36%
09-09-19	4.5226	4.4788	4.5347	4.4667	114.92K	1.03%
09-06-19	4.4766	4.5338	4.5401	4.4763	139.18K	-1.22%
09-05-19	4.5319	4.5187	4.5413	4.5018	140.97K	0.30%
09-04-19	4.5182	4.5731	4.5938	4.5111	148.85K	-1.19%
09-03-19	4.5726	4.5932	4.5947	4.5475	158.83K	-0.38%
09-02-19	4.59	4.5552	4.5954	4.5419	94.30K	0.82%
08/30/2019	4.5526	4.61	4.6118	4.5257	153.12K	-1.21%
08/29/2019	4.6083	4.6171	4.6293	4.5857	159.10K	-0.18%
08/28/2019	4.6166	4.5816	4.62	4.5732	158.03K	0.79%
08/27/2019	4.5802	4.6145	4.6515	4.5724	174.61K	-0.72%
08/26/2019	4.6135	4.5918	4.6281	4.5619	165.34K	0.48%
08/23/2019	4.5914	4.5101	4.6052	4.4931	208.04K	1.82%
08/22/2019	4.5092	4.4638	4.5237	4.4504	156.07K	1.04%
08/21/2019	4.4626	4.5002	4.5038	4.4549	149.67K	-0.79%
08/20/2019	4.4983	4.514	4.5188	4.4651	155.73K	-0.31%
08/19/2019	4.5124	4.4408	4.5209	4.4289	141.87K	1.59%
08/16/2019	4.4416	4.4328	4.4454	4.401	133.85K	0.22%
08/15/2019	4.4318	4.5131	4.5213	4.4198	179.58K	-1.81%
08/14/2019	4.5133	4.4277	4.5175	4.4254	171.72K	1.92%
08/13/2019	4.4281	4.4683	4.5012	4.4104	175.42K	-0.85%
08-12-19	4.4662	4.4148	4.5025	4.3978	135.25K	1.22%
08-09-19	4.4122	4.3822	4.4324	4.3818	154.19K	0.71%
08-08-19	4.381	4.445	4.4562	4.3797	170.47K	-1.40%
08-07-19	4.4432	4.4369	4.4865	4.4173	180.92K	0.19%
08-06-19	4.4347	4.4566	4.4716	4.4024	176.45K	-0.44%
08-05-19	4.4545	4.314	4.4574	4.314	175.84K	3.14%
08-02-19	4.3187	4.2569	4.3259	4.2494	166.39K	1.51%
08-01-19	4.2544	4.2251	4.2792	4.2045	181.04K	0.73%
07/31/2019	4.2236	4.2284	4.2327	4.1713	157.53K	-0.07%
07/30/2019	4.2265	4.2144	4.2351	4.209	115.12K	0.32%
07/29/2019	4.2131	4.2003	4.2288	4.1958	97.96K	0.31%
07/26/2019	4.2	4.2132	4.2252	4.1789	107.94K	-0.30%
07/25/2019	4.2126	4.2046	4.2536	4.1717	127.83K	0.24%
07/24/2019	4.2027	4.2088	4.2111	4.1817	111.14K	-0.11%
07/23/2019	4.2075	4.1933	4.215	4.1799	113.04K	0.37%
07/22/2019	4.1921	4.2036	4.2062	4.1828	95.16K	-0.32%
07/19/2019	4.2054	4.1943	4.2096	4.1762	126.94K	0.30%
07/18/2019	4.1928	4.2248	4.2318	4.1894	118.02K	-0.73%
07/17/2019	4.2236	4.2252	4.2301	4.2088	102.56K	0.00%
07/16/2019	4.2236	4.2288	4.2312	4.2092	108.51K	-0.09%
07/15/2019	4.2276	4.216	4.2315	4.1985	94.75K	0.42%
07-12-19	4.2099	4.226	4.2356	4.2003	118.75K	-0.33%
07-11-19	4.224	4.2242	4.2413	4.2112	131.13K	0.02%
07-10-19	4.2232	4.2596	4.2681	4.2203	133.71K	-0.82%
07-09-19	4.2583	4.2697	4.2705	4.2568	70.49K	-0.22%
