Date	Price	Open	High	Low	Vol.	Change %
01-08-24	5.3322	5.3361	5.3635	5.3246		-0.02%
01-05-24	5.333	5.3611	5.38	5.327		-0.48%
01-04-24	5.3586	5.3737	5.4035	5.359		-0.27%
01-03-24	5.3729	5.3913	5.3997	5.3551		-0.25%
01-02-24	5.3863	5.3602	5.3898	5.3197		0.51%
01-01-24	5.3592	5.3566	5.3618	5.3562		0.08%
12/29/2023	5.3548	5.3671	5.3791	5.3538		-0.21%
12/28/2023	5.3659	5.3616	5.3938	5.3543		0.13%
12/27/2023	5.3591	5.3166	5.3773	5.3095		0.82%
12/26/2023	5.3156	5.352	5.3615	5.3149		-0.64%
12/25/2023	5.35	5.3554	5.3578	5.3439		0.01%
12/22/2023	5.3492	5.3782	5.3935	5.3403		-0.51%
12/21/2023	5.3767	5.3794	5.3989	5.3446		-0.01%
12/20/2023	5.3774	5.3453	5.3825	5.312		0.62%
12/19/2023	5.3445	5.3495	5.3645	5.3219		-0.07%
12/18/2023	5.3482	5.3839	5.4089	5.3426		-0.56%
12/15/2023	5.3785	5.4047	5.4124	5.372		-0.45%
12/14/2023	5.4026	5.3499	5.4056	5.3269		1.00%
12/13/2023	5.3492	5.3572	5.3723	5.3351		-0.13%
12-12-23	5.3562	5.3159	5.3675	5.3137		0.77%
12-11-23	5.3154	5.3027	5.3377	5.2965		0.16%
12-08-23	5.307	5.3025	5.3109	5.2698		0.12%
12-07-23	5.3005	5.2797	5.3073	5.2551		0.47%
12-06-23	5.2757	5.3236	5.3243	5.2734		-0.88%
12-05-23	5.3226	5.3569	5.3752	5.3081		-0.63%
12-04-23	5.3565	5.3134	5.3646	5.2948		0.87%
12-01-23	5.3105	5.358	5.3766	5.2951		-0.85%
11/30/2023	5.356	5.3795	5.4085	5.3506		-0.40%
11/29/2023	5.3775	5.3542	5.3858	5.3424		0.46%
11/28/2023	5.3527	5.364	5.3854	5.3387		-0.19%
11/27/2023	5.363	5.3629	5.3817	5.3325		0.01%
11/24/2023	5.3623	5.3482	5.3684	5.3292		0.28%
11/23/2023	5.3472	5.3429	5.3643	5.3259		0.10%
11/22/2023	5.342	5.3476	5.3537	5.3065		-0.08%
11/21/2023	5.3461	5.3112	5.3565	5.2994		0.69%
11/20/2023	5.3096	5.3544	5.3681	5.3046		-0.77%
11/17/2023	5.3509	5.278	5.3576	5.2646		1.41%
11/16/2023	5.2766	5.2744	5.3035	5.2561		0.06%
11/15/2023	5.2733	5.2936	5.2963	5.2649		-0.37%
11/14/2023	5.2931	5.251	5.2979	5.2168		0.84%
11/13/2023	5.2491	5.2371	5.2741	5.2353		0.27%
11-10-23	5.2351	5.2638	5.2893	5.2326		-0.53%
11-09-23	5.2628	5.258	5.2766	5.233		0.10%
11-08-23	5.2575	5.2135	5.2635	5.194		0.85%
11-07-23	5.213	5.2361	5.2396	5.1867		-0.43%
11-06-23	5.2356	5.2585	5.2764	5.2318		-0.44%
11-03-23	5.2585	5.263	5.2793	5.223		-0.05%
11-02-23	5.261	5.2368	5.2856	5.2347		0.50%
11-01-23	5.2348	5.3254	5.3285	5.2334		-1.69%
10/31/2023	5.325	5.3579	5.3891	5.3233		-0.59%
10/30/2023	5.3566	5.2979	5.3692	5.2653		1.10%
10/27/2023	5.2981	5.2648	5.3052	5.2144		0.62%
10/26/2023	5.2653	5.281	5.2881	5.2607		-0.20%
10/25/2023	5.2759	5.2874	5.3088	5.27		-0.16%
10/24/2023	5.2843	5.3481	5.3625	5.2847		-1.15%
10/23/2023	5.3459	5.3317	5.3586	5.3173		0.31%
10/20/2023	5.3296	5.3577	5.3934	5.3228		-0.51%
10/19/2023	5.3569	5.3307	5.3675	5.323		0.51%
10/18/2023	5.3298	5.3323	5.3482	5.3108		-0.03%
10/17/2023	5.3313	5.3218	5.3472	5.3016		0.24%
10/16/2023	5.3188	5.3393	5.3579	5.3128		-0.37%
10/13/2023	5.3387	5.3137	5.3622	5.3067		0.51%
10-12-23	5.3114	5.3639	5.3735	5.3127		-0.90%
10-11-23	5.3598	5.358	5.379	5.3342		0.07%
10-10-23	5.3562	5.4281	5.4511	5.3513		-1.28%
10-09-23	5.4257	5.437	5.4568	5.4111		-0.39%
10-06-23	5.4472	5.451	5.4851	5.4412		-0.03%
10-05-23	5.4489	5.4168	5.4635	5.4132		0.67%
10-04-23	5.4129	5.4113	5.4351	5.3885		0.11%
10-03-23	5.4072	5.3042	5.4153	5.2964		1.99%
10-02-23	5.3019	5.3183	5.3387	5.2961		-0.33%
09/29/2023	5.3195	5.3196	5.3443	5.2762		0.09%
09/28/2023	5.3145	5.2968	5.3428	5.2916		0.38%
09/27/2023	5.2946	5.2762	5.3307	5.2546		0.39%
09/26/2023	5.2742	5.263	5.2846	5.2501		0.25%
09/25/2023	5.261	5.2586	5.2699	5.242		0.08%
09/22/2023	5.2569	5.2625	5.267	5.2208		-0.06%
09/21/2023	5.2598	5.2028	5.2653	5.181		1.12%
09/20/2023	5.2017	5.1983	5.2131	5.1846		0.10%
09/19/2023	5.1963	5.1897	5.2077	5.1818		0.11%
09/18/2023	5.1906	5.1883	5.2021	5.1688		0.11%
09/15/2023	5.1851	5.1794	5.2035	5.1744		0.12%
09/14/2023	5.1788	5.275	5.2865	5.1781		-1.79%
09/13/2023	5.2731	5.3207	5.3283	5.2568		-0.87%
09-12-23	5.3195	5.3015	5.3292	5.2815		0.38%
09-11-23	5.2995	5.3337	5.3544	5.2874		-0.70%
09-08-23	5.3369	5.3244	5.3559	5.3127		0.23%
09-07-23	5.3246	5.341	5.3442	5.3191		-0.29%
09-06-23	5.3403	5.3302	5.3628	5.3096		0.23%
09-05-23	5.3282	5.3319	5.3462	5.2975		0.01%
09-04-23	5.3278	5.3325	5.3484	5.2943		-0.02%
09-01-23	5.3286	5.3732	5.3816	5.3144		-0.79%
08/31/2023	5.3711	5.3436	5.3805	5.2931		0.57%
08/30/2023	5.3407	5.2808	5.3445	5.2672		1.18%
08/29/2023	5.2783	5.2703	5.2952	5.2629		0.13%
08/28/2023	5.2712	5.2629	5.3095	5.2554		0.20%
08/25/2023	5.2608	5.278	5.2877	5.2467		-0.28%
08/24/2023	5.2755	5.2768	5.2924	5.2614		0.02%
08/23/2023	5.2744	5.3582	5.3699	5.2639		-1.51%
08/22/2023	5.3554	5.4244	5.4441	5.3414		-1.25%
08/21/2023	5.423	5.4026	5.4382	5.4001		0.42%
08/18/2023	5.4002	5.411	5.4314	5.3901		-0.17%
08/17/2023	5.4092	5.4279	5.4399	5.4065		-0.32%
08/16/2023	5.4266	5.4378	5.4523	5.4006		-0.16%
08/15/2023	5.4351	5.412	5.4676	5.4101		0.47%
08/14/2023	5.4099	5.374	5.4233	5.3605		0.75%
08-11-23	5.3695	5.3727	5.3842	5.3468		-0.04%
08-10-23	5.3714	5.3816	5.4106	5.3301		-0.14%
08-09-23	5.379	5.3695	5.3977	5.349		0.20%
08-08-23	5.3681	5.3917	5.4069	5.3573		-0.44%
08-07-23	5.3918	5.3696	5.4081	5.3439		0.49%
08-04-23	5.3655	5.3838	5.3917	5.3407		-0.29%
08-03-23	5.3812	5.2641	5.3883	5.2509		2.28%
08-02-23	5.2611	5.2637	5.2827	5.2439		-0.01%
08-01-23	5.2616	5.1957	5.2674	5.1807		1.29%
07/31/2023	5.1944	5.2186	5.2488	5.1934		-0.38%
07/28/2023	5.2141	5.2073	5.2362	5.1728		0.20%
07/27/2023	5.2038	5.2487	5.2828	5.1818		-0.87%
07/26/2023	5.2494	5.2512	5.2676	5.2309		-0.01%
07/25/2023	5.2497	5.2319	5.2572	5.2105		0.39%
07/24/2023	5.2291	5.3182	5.328	5.2079		-1.62%
07/21/2023	5.3153	5.3419	5.3663	5.292		-0.45%
07/20/2023	5.3392	5.367	5.3806	5.3272		-0.48%
07/19/2023	5.3648	5.4019	5.4088	5.3513		-0.66%
07/18/2023	5.4003	5.4023	5.4223	5.3819		-0.01%
07/17/2023	5.401	5.3783	5.4409	5.3713		0.44%
07/14/2023	5.3776	5.3846	5.4111	5.3603		-0.12%
07/13/2023	5.3843	5.3639	5.397	5.3602		0.42%
07-12-23	5.3619	5.3445	5.3756	5.3068		0.37%
07-11-23	5.3421	5.3885	5.4085	5.3401		-0.84%
07-10-23	5.3875	5.3456	5.3946	5.318		0.83%
07-07-23	5.3431	5.3569	5.3724	5.3109		-0.23%
07-06-23	5.3556	5.2635	5.3854	5.253		1.77%
07-05-23	5.2622	5.2671	5.3005	5.2502		-0.06%
07-04-23	5.2653	5.2467	5.2811	5.2132		0.38%
07-03-23	5.2452	5.2215	5.252	5.1875		0.45%
06/30/2023	5.2215	5.2751	5.2894	5.2194		-1.01%
06/29/2023	5.2748	5.295	5.3085	5.2565		-0.33%
06/28/2023	5.2925	5.2734	5.3254	5.2614		0.40%
06/27/2023	5.2716	5.2027	5.2776	5.1989		1.41%
06/26/2023	5.1985	5.2161	5.2267	5.1915		-0.26%
06/23/2023	5.2119	5.2258	5.2337	5.1758		-0.25%
06/22/2023	5.2248	5.2337	5.2517	5.2193		-0.13%
06/21/2023	5.2317	5.2305	5.2569	5.2164		0.06%
06/20/2023	5.2285	5.2191	5.2485	5.2105		0.22%
06/19/2023	5.2172	5.2743	5.279	5.1951		-1.01%
06/16/2023	5.2703	5.2658	5.3099	5.2597		0.11%
06/15/2023	5.2646	5.2154	5.272	5.2028		0.96%
06/14/2023	5.2147	5.2484	5.2639	5.1927		-0.63%
06/13/2023	5.2479	5.2292	5.2606	5.229		0.36%
06-12-23	5.2293	5.2457	5.2713	5.2297		-0.27%
06-09-23	5.2436	5.3088	5.3126	5.2266		-1.21%
06-08-23	5.308	5.2695	5.3115	5.2662		0.78%
06-07-23	5.2667	5.2536	5.2845	5.2413		0.25%
06-06-23	5.2535	5.2812	5.2929	5.2372		-0.50%
06-05-23	5.2798	5.3111	5.3204	5.2624		-0.51%
06-02-23	5.3071	5.397	5.4054	5.3004		-1.63%
06-01-23	5.3951	5.4068	5.4204	5.3732		-0.19%
05/31/2023	5.4053	5.4072	5.4675	5.3679		0.01%
05/30/2023	5.4048	5.3723	5.4381	5.3568		0.63%
05/29/2023	5.3708	5.3568	5.3764	5.328		0.29%
05/26/2023	5.3555	5.4003	5.419	5.3412		-0.80%
05/25/2023	5.3987	5.3339	5.4107	5.3038		1.23%
05/24/2023	5.3331	5.3555	5.3681	5.3155		-0.39%
05/23/2023	5.3542	5.3703	5.3804	5.3323		-0.28%
05/22/2023	5.369	5.4001	5.4181	5.3552		-0.55%
05/19/2023	5.3989	5.3497	5.4093	5.3433		0.97%
05/18/2023	5.347	5.3551	5.3713	5.3367		-0.13%
05/17/2023	5.354	5.3667	5.3783	5.3377		-0.22%
05/16/2023	5.3656	5.3187	5.3849	5.3111		0.94%
05/15/2023	5.3154	5.343	5.367	5.313		-0.40%
05-12-23	5.3367	5.3818	5.3981	5.337		-0.81%
05-11-23	5.3805	5.4297	5.4466	5.3766		-0.85%
05-10-23	5.4268	5.4659	5.4777	5.4248		-0.70%
05-09-23	5.4649	5.5155	5.5185	5.4479		-0.87%
05-08-23	5.5127	5.4579	5.5223	5.4531		1.03%
05-05-23	5.4564	5.4878	5.5148	5.4266		-0.54%
05-04-23	5.4859	5.5256	5.5515	5.4752		-0.69%
05-03-23	5.5239	5.5436	5.5773	5.5069		-0.34%
05-02-23	5.5426	5.4748	5.5587	5.462		1.23%
05-01-23	5.4753	5.4971	5.5065	5.47		-0.39%
04/28/2023	5.4966	5.4897	5.5369	5.4627		0.15%
04/27/2023	5.4882	5.5697	5.5813	5.4784		-1.43%
04/26/2023	5.568	5.5458	5.6234	5.543		0.50%
04/25/2023	5.5405	5.5617	5.5917	5.5398		-0.31%
04/24/2023	5.5577	5.5497	5.6042	5.5368		0.19%
04/21/2023	5.5469	5.5392	5.5515	5.523		0.18%
04/20/2023	5.5368	5.5612	5.5731	5.5235		-0.41%
04/19/2023	5.5595	5.469	5.5743	5.4458		1.60%
04/18/2023	5.4718	5.3993	5.4827	5.387		1.35%
04/17/2023	5.3989	5.3962	5.414	5.3712		-0.02%
04/14/2023	5.4001	5.4422	5.4671	5.3946		-0.74%
04/13/2023	5.4405	5.4069	5.4501	5.3993		0.67%
04-12-23	5.4045	5.4631	5.4752	5.4026		-1.06%
04-11-23	5.4626	5.503	5.5368	5.4462		-0.69%
04-10-23	5.5006	5.5104	5.5292	5.4745		-0.14%
04-07-23	5.5083	5.5247	5.5279	5.499		-0.26%
04-06-23	5.5227	5.4901	5.5417	5.4793		0.58%
04-05-23	5.4906	5.5555	5.5644	5.4872		-1.15%
04-04-23	5.5544	5.5186	5.5873	5.5032		0.70%
04-03-23	5.5159	5.4927	5.5396	5.4625		0.51%
03/31/2023	5.4879	5.5556	5.5662	5.4876		-1.17%
03/30/2023	5.5528	5.5708	5.6322	5.5248		-0.28%
03/29/2023	5.5685	5.6021	5.624	5.5568		-0.57%
03/28/2023	5.6004	5.6135	5.6311	5.5745		-0.21%
03/27/2023	5.6121	5.6487	5.658	5.6073		-0.57%
03/24/2023	5.6445	5.7381	5.7432	5.6356		-1.61%
03/23/2023	5.737	5.686	5.7523	5.6578		0.90%
03/22/2023	5.6856	5.6468	5.7056	5.6403		0.70%
03/21/2023	5.6462	5.6154	5.664	5.6055		0.58%
03/20/2023	5.6138	5.628	5.6631	5.6052		-0.28%
03/17/2023	5.6293	5.5472	5.6383	5.5466		1.52%
03/16/2023	5.5448	5.5945	5.6326	5.543		-0.85%
03/15/2023	5.5923	5.6405	5.6535	5.557		-0.83%
03/14/2023	5.6389	5.6308	5.6498	5.5999		0.19%
03/13/2023	5.6283	5.5531	5.6563	5.5531		1.37%
03-10-23	5.552	5.4656	5.5577	5.4533		1.61%
03-09-23	5.464	5.4262	5.4696	5.401		0.72%
03-08-23	5.4252	5.4766	5.48	5.387		-0.91%
03-07-23	5.4749	5.5046	5.5294	5.4719		-0.51%
03-06-23	5.5028	5.5175	5.5599	5.5012		-0.38%
03-03-23	5.524	5.5121	5.5429	5.5017		0.24%
03-02-23	5.5106	5.5254	5.5397	5.486		-0.26%
03-01-23	5.5249	5.5386	5.5883	5.5198		-0.24%
02/28/2023	5.5383	5.5159	5.5749	5.4993		0.40%
02/27/2023	5.5165	5.4927	5.5271	5.4654		0.40%
02/24/2023	5.4945	5.4446	5.5005	5.4322		0.95%
02/23/2023	5.443	5.4637	5.4876	5.418		-0.34%
02/22/2023	5.4618	5.5019	5.5399	5.4618		-0.72%
02/21/2023	5.5013	5.5224	5.5289	5.4973		-0.34%
02/20/2023	5.5198	5.5268	5.5325	5.5142		-0.11%
02/17/2023	5.526	5.5697	5.5813	5.5045		-0.72%
02/16/2023	5.5663	5.5796	5.628	5.5578		-0.22%
02/15/2023	5.5786	5.576	5.6058	5.5447		0.08%
02/14/2023	5.5739	5.5326	5.6073	5.5191		0.76%
02/13/2023	5.5316	5.5697	5.582	5.5241		-0.66%
02-10-23	5.5682	5.6821	5.6902	5.5623		-1.98%
02-09-23	5.6805	5.571	5.6933	5.5656		1.99%
02-08-23	5.5694	5.5889	5.6252	5.5507		-0.34%
02-07-23	5.5884	5.521	5.5967	5.4947		1.20%
02-06-23	5.5221	5.5595	5.5931	5.5142		-0.70%
02-03-23	5.5608	5.51	5.5977	5.4961		0.92%
02-02-23	5.51	5.5557	5.5782	5.4229		-0.80%
02-01-23	5.5546	5.5119	5.5778	5.5052		0.80%
01/31/2023	5.5104	5.5516	5.5715	5.5085		-0.68%
01/30/2023	5.548	5.5561	5.5874	5.5336		-0.07%
01/27/2023	5.5518	5.5182	5.5626	5.491		0.65%
01/26/2023	5.5161	5.5389	5.5839	5.5052		-0.39%
01/25/2023	5.5376	5.5953	5.6084	5.5192	195.96K	-0.95%
01/24/2023	5.5909	5.6622	5.676	5.5869	172.01K	-1.21%
01/23/2023	5.6596	5.6558	5.6909	5.6137	202.55K	0.13%
01/20/2023	5.6521	5.6056	5.6699	5.5879	193.26K	0.89%
01/19/2023	5.602	5.5965	5.6891	5.5922	260.00K	0.09%
01/18/2023	5.5971	5.5037	5.6026	5.4868	272.34K	1.72%
01/17/2023	5.5022	5.5711	5.588	5.4987	236.57K	-1.17%
01/16/2023	5.5674	5.5187	5.5831	5.5039	159.23K	0.90%
01/13/2023	5.5175	5.542	5.5719	5.4932	210.59K	-0.43%
01-12-23	5.5414	5.5509	5.5903	5.5017	284.96K	-0.15%
01-11-23	5.5496	5.5827	5.6202	5.5452	232.21K	-0.57%
01-10-23	5.5814	5.6361	5.6623	5.5799	227.92K	-0.99%
01-09-23	5.6371	5.5588	5.7006	5.5582	224.39K	1.35%
01-06-23	5.5619	5.6307	5.6391	5.5458	249.64K	-1.19%
01-05-23	5.6291	5.7596	5.7751	5.6253	229.57K	-2.21%
01-04-23	5.7565	5.7803	5.8285	5.7536	265.27K	-0.43%
01-03-23	5.7811	5.72	5.7827	5.628	282.96K	1.10%
01-02-23	5.7184	5.6576	5.7323	5.6372	105.20K	1.08%
12/30/2022	5.6571	5.637	5.6639	5.6241	71.53K	0.39%
12/29/2022	5.6354	5.5894	5.6589	5.5285	182.38K	0.83%
12/28/2022	5.5889	5.6332	5.6416	5.5544	166.41K	-0.74%
12/27/2022	5.6305	5.5517	5.6394	5.5339	189.29K	1.45%
12/26/2022	5.55	5.4852	5.5525	5.4771	87.15K	1.23%
12/23/2022	5.4823	5.4745	5.4985	5.4321	258.40K	0.17%
12/22/2022	5.4729	5.517	5.5514	5.463	262.50K	-0.75%
12/21/2022	5.5145	5.5251	5.5446	5.4843	243.22K	-0.14%
12/20/2022	5.5225	5.6142	5.6578	5.5045	311.10K	-1.62%
12/19/2022	5.6132	5.6286	5.6645	5.6066	236.90K	-0.18%
12/16/2022	5.6233	5.6459	5.6707	5.581	226.88K	-0.39%
12/15/2022	5.6456	5.6398	5.725	5.5985	273.13K	0.12%
12/14/2022	5.6387	5.6291	5.7207	5.6214	269.49K	0.20%
12/13/2022	5.6273	5.6073	5.6709	5.5421	250.69K	0.35%
12-12-22	5.6074	5.5171	5.6438	5.5056	216.16K	1.63%
12-09-22	5.5177	5.5179	5.5691	5.4934	222.26K	0.03%
12-08-22	5.5158	5.4697	5.5388	5.4587	253.86K	0.88%
12-07-22	5.4676	5.4815	5.537	5.4568	260.56K	-0.24%
12-06-22	5.4807	5.5394	5.5574	5.4745	245.51K	-1.07%
12-05-22	5.5402	5.489	5.5605	5.489	225.20K	0.74%
12-02-22	5.4997	5.4566	5.5037	5.416	242.26K	0.81%
12-01-22	5.4554	5.3951	5.4737	5.3878	291.78K	1.12%
11/30/2022	5.3951	5.4418	5.5141	5.3757	250.83K	-0.86%
11/29/2022	5.4418	5.5468	5.5768	5.4402	202.86K	-1.88%
11/28/2022	5.5462	5.6154	5.6856	5.5406	200.34K	-1.37%
11/25/2022	5.6235	5.5374	5.6424	5.5075	228.30K	1.55%
11/24/2022	5.5379	5.5713	5.5992	5.5135	181.81K	-0.59%
11/23/2022	5.5708	5.521	5.604	5.5113	226.15K	0.91%
11/22/2022	5.5204	5.4482	5.5578	5.4163	254.04K	1.33%
11/21/2022	5.4482	5.5571	5.5619	5.4216	259.30K	-1.96%
11/18/2022	5.5571	5.6183	5.6373	5.512	252.08K	-1.09%
11/17/2022	5.6183	5.612	5.7227	5.5758	266.47K	0.12%
11/16/2022	5.6115	5.5149	5.6165	5.4976	250.81K	1.70%
11/15/2022	5.5175	5.5049	5.588	5.4807	104.62K	0.22%
11/14/2022	5.5054	5.5194	5.5204	5.4026	267.98K	-0.13%
11-11-22	5.5124	5.4555	5.5641	5.4102	293.77K	1.03%
11-10-22	5.4561	5.1921	5.502	5.1522	373.00K	5.07%
11-09-22	5.1926	5.181	5.2233	5.1581	303.83K	0.22%
11-08-22	5.181	5.167	5.2448	5.1417	282.12K	0.28%
11-07-22	5.1665	5.0097	5.1887	5.0041	252.64K	2.60%
11-04-22	5.0355	4.9853	5.06	4.9504	266.27K	0.98%
11-03-22	4.9864	5.0491	5.0941	4.9626	279.33K	-1.24%
11-02-22	5.0491	5.0812	5.1303	5.046	111.91K	-0.59%
11-01-22	5.0789	5.1192	5.1732	5.0193	279.66K	-0.77%
10/31/2022	5.1185	5.2663	5.3711	5.0922	255.25K	-2.99%
10/28/2022	5.2763	5.3257	5.3585	5.2599	279.22K	-0.91%
10/27/2022	5.3246	5.4224	5.435	5.2245	297.42K	-1.79%
10/26/2022	5.4218	5.2976	5.4319	5.2854	267.80K	2.34%
10/25/2022	5.2978	5.2353	5.3064	5.2139	254.72K	1.17%
10/24/2022	5.2364	5.092	5.2429	5.0636	268.63K	2.91%
10/21/2022	5.0883	5.1015	5.1365	5.0665	309.38K	-0.26%
10/20/2022	5.1015	5.1484	5.1797	5.0881	281.86K	-0.93%
10/19/2022	5.1493	5.1647	5.1762	5.114	271.91K	-0.28%
10/18/2022	5.1637	5.1953	5.2142	5.159	275.70K	-0.63%
10/17/2022	5.1963	5.1787	5.216	5.1296	220.81K	0.40%
10/14/2022	5.1756	5.1442	5.1856	5.1041	273.42K	0.61%
10/13/2022	5.1442	5.1347	5.1927	5.1121	264.37K	0.15%
10-12-22	5.1363	5.1454	5.1521	5.1161	101.48K	-0.13%
10-11-22	5.1431	5.0344	5.1495	5.0174	302.11K	2.15%
10-10-22	5.0349	5.0618	5.0712	5.0118	235.08K	-0.59%
10-07-22	5.0649	5.1113	5.1333	5.0632	251.51K	-0.94%
10-06-22	5.1129	5.1327	5.1576	5.0873	271.96K	-0.41%
10-05-22	5.1338	5.1686	5.1754	5.0976	265.97K	-0.67%
10-04-22	5.1682	5.0766	5.2028	5.0506	253.12K	1.81%
10-03-22	5.0761	5.306	5.3255	5.0484	260.63K	-4.34%
09/30/2022	5.3066	5.3001	5.318	5.2139	286.01K	0.11%
09/29/2022	5.3009	5.231	5.303	5.1792	322.27K	1.33%
09/28/2022	5.2315	5.1597	5.2351	5.1243	319.86K	1.39%
09/27/2022	5.1597	5.1782	5.2127	5.104	344.51K	-0.37%
09/26/2022	5.1788	5.0968	5.206	5.0311	308.68K	1.59%
09/23/2022	5.0975	5.0327	5.1087	4.981	279.04K	1.33%
09/22/2022	5.0306	5.088	5.1235	5.0193	297.99K	-1.11%
09/21/2022	5.087	5.1293	5.1302	5.0693	283.36K	-0.82%
09/20/2022	5.1288	5.1802	5.2136	5.1216	235.29K	-0.98%
09/19/2022	5.1797	5.2592	5.2957	5.1463	189.86K	-1.57%
09/16/2022	5.2625	5.2443	5.3017	5.2171	242.12K	0.34%
09/15/2022	5.2448	5.1555	5.2477	5.1403	204.12K	1.75%
09/14/2022	5.1548	5.1755	5.2022	5.1493	224.39K	-0.38%
09/13/2022	5.1745	5.1508	5.2241	5.1504	255.36K	0.45%
09-12-22	5.1513	5.1863	5.2476	5.1392	189.03K	-0.31%
09-09-22	5.1671	5.2139	5.2725	5.1613	227.52K	-0.88%
09-08-22	5.2129	5.2475	5.2639	5.1701	282.10K	-0.67%
09-07-22	5.248	5.2027	5.2543	5.1828	117.17K	0.89%
09-06-22	5.2018	5.1161	5.2042	5.1147	236.33K	1.69%
09-05-22	5.1152	5.1417	5.1498	5.1024	160.81K	-0.54%
09-02-22	5.1428	5.2136	5.2516	5.1399	222.49K	-1.33%
09-01-22	5.2122	5.2125	5.2312	5.1399	255.42K	-0.01%
08/31/2022	5.2126	5.1298	5.2378	5.1087	245.76K	1.64%
08/30/2022	5.1284	5.0275	5.134	5.0195	251.70K	2.04%
08/29/2022	5.0257	5.0421	5.0908	5.011	179.77K	-0.29%
08/26/2022	5.0404	5.0974	5.1406	5.0359	226.63K	-1.09%
08/25/2022	5.0957	5.0946	5.129	5.0723	214.80K	0.07%
08/24/2022	5.0922	5.0902	5.1036	5.048	196.00K	0.10%
08/23/2022	5.0869	5.1287	5.1323	5.0624	214.26K	-0.78%
08/22/2022	5.127	5.1918	5.1957	5.1157	211.03K	-1.16%
08/19/2022	5.1873	5.216	5.2445	5.1844	209.42K	-0.49%
08/18/2022	5.2129	5.2593	5.2681	5.2092	227.42K	-0.84%
08/17/2022	5.2572	5.2354	5.2952	5.2219	259.08K	0.45%
08/16/2022	5.2334	5.1813	5.2466	5.1606	212.03K	1.08%
08/15/2022	5.1776	5.2039	5.2432	5.1646	195.15K	-0.51%
08-12-22	5.2044	5.3227	5.3287	5.1964	235.13K	-2.20%
08-11-22	5.3216	5.246	5.3362	5.2337	251.54K	1.48%
08-10-22	5.244	5.2346	5.2815	5.2052	236.83K	0.23%
08-09-22	5.2318	5.2141	5.2688	5.2076	202.70K	0.39%
08-08-22	5.2114	5.2572	5.2762	5.2024	198.39K	-0.87%
08-05-22	5.2569	5.3428	5.364	5.2483	242.79K	-1.60%
08-04-22	5.3423	5.3709	5.3898	5.3184	244.89K	-0.50%
08-03-22	5.3693	5.3677	5.3886	5.3375	219.36K	0.06%
08-02-22	5.366	5.3211	5.3756	5.2969	291.15K	0.88%
08-01-22	5.3191	5.2898	5.338	5.2464	249.81K	0.62%
07/29/2022	5.2862	5.2863	5.3277	5.2382	247.00K	0.06%
07/28/2022	5.2828	5.3478	5.3677	5.2537	271.70K	-1.24%
07/27/2022	5.3491	5.4143	5.444	5.3398	252.36K	-1.16%
07/26/2022	5.4121	5.4771	5.4924	5.4015	251.51K	-1.12%
07/25/2022	5.4735	5.6153	5.6409	5.4742	209.14K	-2.47%
07/22/2022	5.6122	5.6232	5.6266	5.5419	240.85K	-0.18%
07/21/2022	5.6221	5.5699	5.6284	5.5598	265.91K	0.97%
07/20/2022	5.5682	5.5368	5.5721	5.5082	259.02K	0.65%
07/19/2022	5.5325	5.5153	5.5847	5.4917	236.46K	0.32%
07/18/2022	5.5147	5.4555	5.5183	5.433	219.55K	1.07%
07/15/2022	5.4562	5.4337	5.4762	5.4193	239.37K	0.45%
07/14/2022	5.432	5.426	5.4796	5.3956	251.85K	0.15%
07/13/2022	5.4241	5.4586	5.4789	5.4049	240.90K	-0.60%
07-12-22	5.4569	5.4007	5.4668	5.3783	248.47K	1.07%
07-11-22	5.3992	5.3463	5.4091	5.2982	215.16K	0.89%
07-08-22	5.3514	5.4251	5.4493	5.3469	229.51K	-1.34%
07-07-22	5.424	5.5284	5.5504	5.4146	212.88K	-1.86%
07-06-22	5.5266	5.5317	5.556	5.4837	267.51K	-0.05%
07-05-22	5.5294	5.5553	5.5694	5.4793	242.21K	-0.39%
07-04-22	5.5512	5.5568	5.5778	5.5107	159.67K	-0.12%
07-01-22	5.5581	5.5111	5.5659	5.4802	231.72K	0.88%
06/30/2022	5.5095	5.4113	5.5142	5.3806	235.96K	1.85%
06/29/2022	5.4093	5.5417	5.5542	5.4037	262.61K	-2.37%
06/28/2022	5.5404	5.5443	5.5577	5.4626	263.33K	-0.03%
06/27/2022	5.5419	5.5339	5.5722	5.5138	214.78K	0.18%
06/24/2022	5.5321	5.5182	5.5609	5.4756	234.90K	0.31%
06/23/2022	5.5152	5.4887	5.5219	5.4295	276.96K	0.50%
06/22/2022	5.4875	5.3973	5.4917	5.3656	237.19K	1.72%
06/21/2022	5.3948	5.4557	5.4917	5.3964	242.77K	-1.05%
06/20/2022	5.4521	5.3966	5.4624	5.3966	188.09K	0.78%
06/17/2022	5.4098	5.3314	5.4126	5.2981	251.90K	1.49%
06/16/2022	5.3304	5.2785	5.3583	5.246	139.48K	1.01%
06/15/2022	5.2772	5.3309	5.3776	5.2466	310.19K	-0.97%
06/14/2022	5.329	5.3263	5.3695	5.3179	276.28K	0.10%
06/13/2022	5.3235	5.2452	5.3565	5.2108	241.23K	1.53%
06-10-22	5.2433	5.2105	5.2755	5.1632	219.09K	0.69%
06-09-22	5.2075	5.2509	5.267	5.1878	197.49K	-0.78%
06-08-22	5.2486	5.2123	5.2634	5.1981	221.67K	0.74%
